Event_ID,Appeal_ID,Event_Timestamp,Process_Stage,Event_Type,Team_ID,User_Role,Delay_Reason,Event_Sequence
EVT-0018265,APL-2026-002076,2026-05-26 15:45:00,Intake,Intake Logged,TM-03,Intake Specialist,,2
EVT-0018266,APL-2026-002076,2026-05-26 11:07:00,Validation,Validation Completed,TM-03,Intake Specialist,,3
EVT-0018267,APL-2026-002076,2026-05-26 15:07:00,Classification,Type Assigned,TM-03,Intake Supervisor,,4
EVT-0018268,APL-2026-002076,2026-05-26 08:00:00,Routing,Routed to Team,TM-03,Intake Supervisor,,5
EVT-0018269,APL-2026-002076,2026-05-26 12:07:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0018270,APL-2026-002076,2026-05-27 17:38:00,Routing,Case Reassigned,TM-04,Intake Supervisor,RC-04,7
EVT-0018271,APL-2026-002076,2026-06-03 16:15:00,Decision,Decision: Upheld,TM-04,Reviewer,,8
EVT-0018272,APL-2026-002076,2026-06-03 13:07:00,Closure,Case Closed,TM-04,Reporting Analyst,,9
EVT-0018273,APL-2026-002077,2026-07-31 16:52:00,Intake,Appeal Received,TM-02,Intake Specialist,,1
EVT-0018274,APL-2026-002077,2026-07-31 17:07:00,Intake,Intake Logged,TM-02,Intake Specialist,,2
EVT-0018275,APL-2026-002077,2026-07-31 17:45:00,Validation,Validation Completed,TM-02,Intake Specialist,,3
EVT-0018276,APL-2026-002077,2026-07-31 16:15:00,Classification,Type Assigned,TM-02,Intake Supervisor,,4
EVT-0018277,APL-2026-002077,2026-08-05 14:30:00,Routing,Routed to Team,TM-02,Intake Supervisor,,5
EVT-0018278,APL-2026-002077,2026-08-05 10:38:00,Routing,Routing Error Identified,TM-02,Intake Supervisor,RC-04,6
EVT-0018279,APL-2026-002077,2026-08-06 10:22:00,Routing,Case Reassigned,TM-07,Intake Supervisor,RC-04,7
EVT-0018280,APL-2026-002077,2026-08-06 11:52:00,Review,Review Started,TM-07,Reviewer,,8
EVT-0018281,APL-2026-002077,2026-08-11 16:38:00,Decision,Decision: Upheld,TM-07,Reviewer,,9
EVT-0018282,APL-2026-002077,2026-08-18 14:30:00,Closure,Case Closed,TM-07,Reporting Analyst,,10
EVT-0018283,APL-2026-002078,2026-01-28 15:15:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0018284,APL-2026-002078,2026-01-29 17:38:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0018285,APL-2026-002078,2026-01-29 16:52:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0018286,APL-2026-002078,2026-01-29 11:22:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0018287,APL-2026-002078,2026-02-04 11:07:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0018288,APL-2026-002078,2026-02-09 12:52:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0018289,APL-2026-002078,2026-02-13 17:22:00,Decision,Decision: Overturned,TM-01,Reviewer,,7
EVT-0018290,APL-2026-002078,2026-02-17 10:00:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0018291,APL-2026-002079,2026-03-15 15:52:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0018292,APL-2026-002079,2026-03-17 15:38:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0018293,APL-2026-002079,2026-03-17 11:45:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0018294,APL-2026-002079,2026-03-17 15:22:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0018295,APL-2026-002079,2026-03-19 16:15:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0018296,APL-2026-002079,2026-03-20 12:15:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0018297,APL-2026-002079,2026-03-23 10:45:00,Decision,Decision: Overturned,TM-01,Reviewer,,7
EVT-0018298,APL-2026-002079,2026-03-24 12:07:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0018299,APL-2026-002080,2026-01-13 10:07:00,Intake,Appeal Received,TM-03,Intake Specialist,,1
EVT-0018300,APL-2026-002080,2026-01-13 12:15:00,Intake,Intake Logged,TM-03,Intake Specialist,,2
EVT-0018301,APL-2026-002080,2026-01-13 17:38:00,Validation,Validation Completed,TM-03,Intake Specialist,,3
EVT-0018302,APL-2026-002080,2026-01-13 17:30:00,Classification,Type Assigned,TM-03,Intake Supervisor,,4
EVT-0018303,APL-2026-002080,2026-01-14 10:00:00,Routing,Routed to Team,TM-03,Intake Supervisor,,5
EVT-0018304,APL-2026-002080,2026-01-14 17:15:00,Review,Review Started,TM-03,Reviewer,,6
EVT-0018305,APL-2026-002080,2026-01-19 15:30:00,Decision,Decision: Upheld,TM-03,Reviewer,,7
EVT-0018306,APL-2026-002080,2026-01-21 08:07:00,Closure,Case Closed,TM-03,Reporting Analyst,,8
EVT-0018307,APL-2026-002081,2026-03-16 16:15:00,Intake,Appeal Received,TM-07,Intake Specialist,,1
EVT-0018308,APL-2026-002081,2026-03-18 08:07:00,Intake,Intake Logged,TM-07,Intake Specialist,,2
EVT-0018309,APL-2026-002081,2026-03-18 08:22:00,Validation,Validation Completed,TM-07,Intake Specialist,,3
EVT-0018310,APL-2026-002081,2026-03-18 16:45:00,Classification,Type Assigned,TM-07,Intake Supervisor,,4
EVT-0018311,APL-2026-002081,2026-03-18 13:45:00,Routing,Routed to Team,TM-07,Intake Supervisor,,5
EVT-0018312,APL-2026-002081,2026-03-19 13:30:00,Review,Review Started,TM-07,Reviewer,,6
EVT-0018313,APL-2026-002081,2026-03-23 12:45:00,Decision,Decision: Partially Overturned,TM-07,Reviewer,,7
EVT-0018314,APL-2026-002081,2026-03-23 09:07:00,Closure,Case Closed,TM-07,Reporting Analyst,,8
EVT-0018315,APL-2026-002082,2026-05-07 09:00:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0018316,APL-2026-002082,2026-05-07 15:45:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0018317,APL-2026-002082,2026-05-07 11:15:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0018318,APL-2026-002082,2026-05-07 10:07:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0018319,APL-2026-002082,2026-05-12 10:30:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0018320,APL-2026-002082,2026-05-12 09:38:00,Routing,Routing Error Identified,TM-04,Intake Supervisor,RC-04,6
EVT-0018321,APL-2026-002082,2026-05-12 12:15:00,Review,Review Started,TM-05,Reviewer,,7
EVT-0018322,APL-2026-002082,2026-05-13 09:07:00,Routing,Case Reassigned,TM-05,Intake Supervisor,RC-04,8
EVT-0018323,APL-2026-002082,2026-05-14 17:15:00,Routing,Case Reassigned,TM-05,Intake Supervisor,RC-04,9
EVT-0018324,APL-2026-002082,2026-05-15 16:38:00,Routing,Case Reassigned,TM-05,Intake Supervisor,RC-04,10
EVT-0018325,APL-2026-002082,2026-05-28 14:30:00,Decision,Decision: Overturned,TM-05,Reviewer,,11
EVT-0018326,APL-2026-002082,2026-05-29 12:00:00,Closure,Case Closed,TM-05,Reporting Analyst,,12
EVT-0018327,APL-2026-002083,2026-03-21 11:38:00,Intake,Appeal Received,TM-07,Intake Specialist,,1
EVT-0018328,APL-2026-002083,2026-03-23 17:07:00,Intake,Intake Logged,TM-07,Intake Specialist,,2
EVT-0018329,APL-2026-002083,2026-03-23 16:22:00,Validation,Validation Failed,TM-07,Intake Specialist,RC-02,3
EVT-0018330,APL-2026-002083,2026-03-23 15:45:00,Classification,Type Assigned,TM-07,Intake Supervisor,,4
EVT-0018331,APL-2026-002083,2026-03-24 15:15:00,Routing,Routed to Team,TM-07,Intake Supervisor,,5
EVT-0018332,APL-2026-002083,2026-03-24 13:52:00,Review,Review Started,TM-07,Reviewer,,6
EVT-0018333,APL-2026-002083,2026-03-25 08:45:00,Information Request,Information Requested,TM-07,Reviewer,RC-05,7
EVT-0018334,APL-2026-002083,2026-03-30 08:30:00,Information Request,Information Received,TM-07,Reviewer,RC-05,8
EVT-0018335,APL-2026-002083,2026-04-07 10:30:00,Decision,Decision: Upheld,TM-07,Reviewer,,9
EVT-0018336,APL-2026-002083,2026-04-08 17:38:00,Closure,Case Closed,TM-07,Reporting Analyst,,10
EVT-0018337,APL-2026-002084,2026-03-25 17:00:00,Intake,Appeal Received,TM-03,Intake Specialist,,1
EVT-0018338,APL-2026-002084,2026-03-26 15:30:00,Intake,Intake Logged,TM-03,Intake Specialist,,2
EVT-0018339,APL-2026-002084,2026-03-26 14:52:00,Validation,Validation Failed,TM-03,Intake Specialist,RC-02,3
EVT-0018340,APL-2026-002084,2026-03-26 16:38:00,Classification,Type Assigned,TM-03,Intake Supervisor,,4
EVT-0018341,APL-2026-002084,2026-03-30 16:15:00,Routing,Routed to Team,TM-03,Intake Supervisor,,5
EVT-0018342,APL-2026-002084,2026-03-31 08:00:00,Routing,Case Reassigned,TM-08,Intake Supervisor,RC-04,6
EVT-0018343,APL-2026-002084,2026-04-01 12:00:00,Review,Review Started,TM-08,Reviewer,,7
EVT-0018344,APL-2026-002084,2026-04-02 11:07:00,Information Request,Information Requested,TM-08,Reviewer,RC-05,8
EVT-0018345,APL-2026-002084,2026-04-08 09:52:00,Information Request,Information Received,TM-08,Reviewer,RC-05,9
EVT-0018346,APL-2026-002084,2026-04-16 12:52:00,Decision,Decision: Upheld,TM-08,Reviewer,,10
EVT-0018347,APL-2026-002084,2026-04-23 16:15:00,Closure,Case Closed,TM-08,Reporting Analyst,,11
EVT-0018348,APL-2026-002085,2026-02-02 13:22:00,Intake,Appeal Received,TM-07,Intake Specialist,,1
EVT-0018349,APL-2026-002085,2026-02-03 16:45:00,Intake,Intake Logged,TM-07,Intake Specialist,,2
EVT-0018350,APL-2026-002085,2026-02-03 16:52:00,Validation,Validation Completed,TM-07,Intake Specialist,,3
EVT-0018351,APL-2026-002085,2026-02-03 17:07:00,Classification,Type Assigned,TM-07,Intake Supervisor,,4
EVT-0018352,APL-2026-002085,2026-02-09 13:22:00,Routing,Routed to Team,TM-07,Intake Supervisor,,5
EVT-0018353,APL-2026-002085,2026-02-09 12:22:00,Routing,Routing Error Identified,TM-07,Intake Supervisor,RC-04,6
EVT-0018354,APL-2026-002085,2026-02-10 10:15:00,Routing,Case Reassigned,TM-06,Intake Supervisor,RC-04,7
EVT-0018355,APL-2026-002085,2026-02-11 14:38:00,Review,Review Started,TM-06,Reviewer,,8
EVT-0018356,APL-2026-002085,2026-02-16 11:15:00,Decision,Decision: Upheld,TM-06,Reviewer,,9
EVT-0018357,APL-2026-002085,2026-02-17 08:15:00,Closure,Case Closed,TM-06,Reporting Analyst,,10
EVT-0018358,APL-2026-002086,2026-02-28 15:52:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0018359,APL-2026-002086,2026-03-02 12:15:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0018360,APL-2026-002086,2026-03-02 12:38:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0018361,APL-2026-002086,2026-03-02 09:00:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0018362,APL-2026-002086,2026-03-04 17:52:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0018363,APL-2026-002086,2026-03-04 14:15:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0018364,APL-2026-002086,2026-03-09 09:38:00,Decision,Decision: Upheld,TM-01,Reviewer,,7
EVT-0018365,APL-2026-002086,2026-03-09 13:38:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0018366,APL-2026-002087,2026-03-25 16:45:00,Intake,Appeal Received,TM-07,Intake Specialist,,1
EVT-0018367,APL-2026-002087,2026-03-25 11:38:00,Intake,Intake Logged,TM-07,Intake Specialist,,2
EVT-0018368,APL-2026-002087,2026-03-25 16:45:00,Validation,Validation Completed,TM-07,Intake Specialist,,3
EVT-0018369,APL-2026-002087,2026-03-25 15:30:00,Classification,Type Assigned,TM-07,Intake Supervisor,,4
EVT-0018370,APL-2026-002087,2026-04-01 17:15:00,Routing,Routed to Team,TM-07,Intake Supervisor,,5
EVT-0018371,APL-2026-002087,2026-04-01 16:07:00,Routing,Routing Error Identified,TM-07,Intake Supervisor,RC-04,6
EVT-0018372,APL-2026-002087,2026-04-01 08:52:00,Review,Review Started,TM-03,Reviewer,,7
EVT-0018373,APL-2026-002087,2026-04-02 08:52:00,Routing,Case Reassigned,TM-03,Intake Supervisor,RC-04,8
EVT-0018374,APL-2026-002087,2026-04-09 13:15:00,Decision,Decision: Partially Overturned,TM-03,Reviewer,,9
EVT-0018375,APL-2026-002087,2026-04-10 12:00:00,Closure,Case Closed,TM-03,Reporting Analyst,,10
EVT-0018376,APL-2026-002088,2026-01-28 11:00:00,Intake,Appeal Received,TM-03,Intake Specialist,,1
EVT-0018377,APL-2026-002088,2026-01-28 13:22:00,Intake,Intake Logged,TM-03,Intake Specialist,,2
EVT-0018378,APL-2026-002088,2026-01-28 08:30:00,Validation,Validation Completed,TM-03,Intake Specialist,,3
EVT-0018379,APL-2026-002088,2026-01-28 12:00:00,Classification,Type Assigned,TM-03,Intake Supervisor,,4
EVT-0018380,APL-2026-002088,2026-01-28 17:07:00,Routing,Routed to Team,TM-03,Intake Supervisor,,5
EVT-0018381,APL-2026-002088,2026-01-29 10:45:00,Review,Review Started,TM-03,Reviewer,,6
EVT-0018382,APL-2026-002088,2026-02-04 14:30:00,Decision,Decision: Upheld,TM-03,Reviewer,,7
EVT-0018383,APL-2026-002088,2026-02-05 17:15:00,Closure,Case Closed,TM-03,Reporting Analyst,,8
EVT-0018384,APL-2026-002089,2026-04-29 11:38:00,Intake,Appeal Received,TM-07,Intake Specialist,,1
EVT-0018385,APL-2026-002089,2026-04-29 14:22:00,Intake,Intake Logged,TM-07,Intake Specialist,,2
EVT-0018386,APL-2026-002089,2026-04-29 11:45:00,Validation,Validation Completed,TM-07,Intake Specialist,,3
EVT-0018387,APL-2026-002089,2026-04-29 11:00:00,Classification,Type Assigned,TM-07,Intake Supervisor,,4
EVT-0018388,APL-2026-002089,2026-05-05 13:38:00,Routing,Routed to Team,TM-07,Intake Supervisor,,5
EVT-0018389,APL-2026-002089,2026-05-07 15:15:00,Review,Review Started,TM-07,Reviewer,,6
EVT-0018390,APL-2026-002089,2026-05-08 15:30:00,Decision,Decision: Upheld,TM-07,Reviewer,,7
EVT-0018391,APL-2026-002089,2026-05-08 10:22:00,Closure,Case Closed,TM-07,Reporting Analyst,,8
EVT-0018392,APL-2026-002090,2026-06-08 14:30:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0018393,APL-2026-002090,2026-06-08 15:30:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0018394,APL-2026-002090,2026-06-08 10:15:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0018395,APL-2026-002090,2026-06-08 11:00:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0018396,APL-2026-002090,2026-06-08 15:07:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0018397,APL-2026-002090,2026-06-08 08:22:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0018398,APL-2026-002090,2026-06-10 08:22:00,Decision,Decision: Upheld,TM-01,Reviewer,,7
EVT-0018399,APL-2026-002090,2026-06-10 08:00:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0018400,APL-2026-002091,2026-08-22 13:38:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0018401,APL-2026-002091,2026-08-24 17:22:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0018402,APL-2026-002091,2026-08-24 16:45:00,Validation,Validation Failed,TM-04,Intake Specialist,RC-02,3
EVT-0018403,APL-2026-002091,2026-08-24 17:00:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0018404,APL-2026-002091,2026-08-24 17:52:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0018405,APL-2026-002091,2026-08-26 15:22:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0018406,APL-2026-002091,2026-08-27 14:07:00,Information Request,Information Requested,TM-04,Reviewer,RC-05,7
EVT-0018407,APL-2026-002091,2026-08-28 11:45:00,Review,Rework Started,TM-04,Reviewer,RC-01,8
EVT-0018408,APL-2026-002091,2026-09-11 10:45:00,Information Request,Information Received,TM-04,Reviewer,RC-05,9
EVT-0018409,APL-2026-002091,2026-09-24 12:07:00,Decision,Decision: Upheld,TM-04,Reviewer,,10
EVT-0018410,APL-2026-002091,2026-09-24 08:00:00,Closure,Case Closed,TM-04,Reporting Analyst,,11
EVT-0018411,APL-2026-002092,2026-09-12 08:30:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0018412,APL-2026-002092,2026-09-14 10:15:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0018413,APL-2026-002092,2026-09-14 09:52:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0018414,APL-2026-002092,2026-09-14 16:45:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0018415,APL-2026-002092,2026-09-16 16:38:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0018416,APL-2026-002092,2026-09-21 08:22:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0018417,APL-2026-002092,2026-09-23 11:00:00,Decision,Decision: Upheld,TM-01,Reviewer,,7
EVT-0018418,APL-2026-002092,2026-09-24 08:38:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0018419,APL-2026-002093,2026-01-22 13:00:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0018420,APL-2026-002093,2026-01-23 14:30:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0018421,APL-2026-002093,2026-01-23 15:45:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0018422,APL-2026-002093,2026-01-23 16:30:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0018423,APL-2026-002093,2026-01-26 12:38:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0018424,APL-2026-002093,2026-01-27 15:38:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0018425,APL-2026-002093,2026-02-09 10:15:00,Decision,Decision: Overturned,TM-01,Reviewer,,7
EVT-0018426,APL-2026-002093,2026-02-09 08:07:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0018427,APL-2026-002094,2026-01-10 09:07:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0018428,APL-2026-002094,2026-01-10 16:15:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0018429,APL-2026-002094,2026-01-10 10:30:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0018430,APL-2026-002094,2026-01-10 16:52:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0018431,APL-2026-002094,2026-01-10 10:38:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0018432,APL-2026-002094,2026-01-13 13:30:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0018433,APL-2026-002094,2026-01-20 17:52:00,Decision,Decision: Overturned,TM-01,Reviewer,,7
EVT-0018434,APL-2026-002094,2026-01-20 16:07:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0018435,APL-2026-002095,2026-09-22 13:15:00,Intake,Appeal Received,TM-03,Intake Specialist,,1
EVT-0018436,APL-2026-002095,2026-09-22 12:22:00,Intake,Intake Logged,TM-03,Intake Specialist,,2
EVT-0018437,APL-2026-002095,2026-09-22 13:45:00,Validation,Validation Completed,TM-03,Intake Specialist,,3
EVT-0018438,APL-2026-002095,2026-09-22 11:38:00,Classification,Type Assigned,TM-03,Intake Supervisor,,4
EVT-0018439,APL-2026-002095,2026-09-24 08:52:00,Routing,Routed to Team,TM-03,Intake Supervisor,,5
EVT-0018440,APL-2026-002095,2026-09-25 17:00:00,Review,Review Started,TM-03,Reviewer,,6
EVT-0018441,APL-2026-002096,2026-01-10 14:52:00,Intake,Appeal Received,TM-07,Intake Specialist,,1
EVT-0018442,APL-2026-002096,2026-01-10 12:52:00,Intake,Intake Logged,TM-07,Intake Specialist,,2
EVT-0018443,APL-2026-002096,2026-01-10 13:30:00,Validation,Validation Completed,TM-07,Intake Specialist,,3
EVT-0018444,APL-2026-002096,2026-01-10 16:07:00,Classification,Type Assigned,TM-07,Intake Supervisor,,4
EVT-0018445,APL-2026-002096,2026-01-12 16:15:00,Routing,Routed to Team,TM-07,Intake Supervisor,,5
EVT-0018446,APL-2026-002096,2026-01-12 11:00:00,Review,Review Started,TM-07,Reviewer,,6
EVT-0018447,APL-2026-002096,2026-01-14 17:22:00,Decision,Decision: Upheld,TM-07,Reviewer,,7
EVT-0018448,APL-2026-002096,2026-01-16 12:15:00,Closure,Case Closed,TM-07,Reporting Analyst,,8
EVT-0018449,APL-2026-002097,2026-07-18 12:07:00,Intake,Appeal Received,TM-07,Intake Specialist,,1
EVT-0018450,APL-2026-002097,2026-07-20 10:15:00,Intake,Intake Logged,TM-07,Intake Specialist,,2
EVT-0018451,APL-2026-002097,2026-07-20 10:45:00,Validation,Validation Completed,TM-07,Intake Specialist,,3
EVT-0018452,APL-2026-002097,2026-07-20 16:00:00,Classification,Type Assigned,TM-07,Intake Supervisor,,4
EVT-0018453,APL-2026-002097,2026-07-20 15:07:00,Routing,Routed to Team,TM-07,Intake Supervisor,,5
EVT-0018454,APL-2026-002097,2026-07-21 08:38:00,Review,Review Started,TM-07,Reviewer,,6
EVT-0018455,APL-2026-002097,2026-08-04 14:15:00,Decision,Decision: Upheld,TM-07,Reviewer,,7
EVT-0018456,APL-2026-002097,2026-08-06 11:15:00,Closure,Case Closed,TM-07,Reporting Analyst,,8
EVT-0018457,APL-2026-002098,2026-07-12 11:00:00,Intake,Appeal Received,TM-05,Intake Specialist,,1
EVT-0018458,APL-2026-002098,2026-07-14 12:15:00,Intake,Intake Logged,TM-05,Intake Specialist,,2
EVT-0018459,APL-2026-002098,2026-07-14 13:45:00,Validation,Validation Completed,TM-05,Intake Specialist,,3
EVT-0018460,APL-2026-002098,2026-07-14 13:30:00,Classification,Type Assigned,TM-05,Intake Supervisor,,4
EVT-0018461,APL-2026-002098,2026-07-15 14:45:00,Routing,Routed to Team,TM-05,Intake Supervisor,,5
EVT-0018462,APL-2026-002098,2026-07-17 16:30:00,Review,Review Started,TM-05,Reviewer,,6
EVT-0018463,APL-2026-002098,2026-07-20 14:30:00,Decision,Decision: Upheld,TM-05,Reviewer,,7
EVT-0018464,APL-2026-002098,2026-07-22 10:45:00,Closure,Case Closed,TM-05,Reporting Analyst,,8
EVT-0018465,APL-2026-002099,2026-06-03 17:22:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0018466,APL-2026-002099,2026-06-05 08:45:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0018467,APL-2026-002099,2026-06-05 12:22:00,Validation,Validation Failed,TM-01,Intake Specialist,RC-02,3
EVT-0018468,APL-2026-002099,2026-06-05 15:52:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0018469,APL-2026-002099,2026-06-08 13:15:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0018470,APL-2026-002099,2026-06-11 10:07:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0018471,APL-2026-002099,2026-06-12 11:52:00,Information Request,Information Requested,TM-01,Reviewer,RC-05,7
EVT-0018472,APL-2026-002099,2026-06-16 09:30:00,Information Request,Information Received,TM-01,Reviewer,RC-05,8
EVT-0018473,APL-2026-002099,2026-06-16 09:30:00,Decision,Decision: Overturned,TM-01,Reviewer,,9
EVT-0018474,APL-2026-002099,2026-06-16 15:22:00,Closure,Case Closed,TM-01,Reporting Analyst,,10
EVT-0018475,APL-2026-002100,2026-04-15 11:52:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0018476,APL-2026-002100,2026-04-15 13:07:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0018477,APL-2026-002100,2026-04-15 16:15:00,Validation,Validation Failed,TM-04,Intake Specialist,RC-02,3
EVT-0018478,APL-2026-002100,2026-04-15 14:52:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0018479,APL-2026-002100,2026-04-20 11:15:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0018480,APL-2026-002100,2026-04-20 12:38:00,Routing,Routing Error Identified,TM-04,Intake Supervisor,RC-04,6
EVT-0018481,APL-2026-002100,2026-04-21 09:22:00,Routing,Case Reassigned,TM-01,Intake Supervisor,RC-04,7
EVT-0018482,APL-2026-002100,2026-04-22 11:00:00,Review,Review Started,TM-01,Reviewer,,8
EVT-0018483,APL-2026-002100,2026-04-23 16:15:00,Information Request,Information Requested,TM-01,Reviewer,RC-05,9
EVT-0018484,APL-2026-002100,2026-04-30 13:45:00,Escalation,Escalated,TM-06,Clinical Review Lead,RC-14,10
EVT-0018485,APL-2026-002100,2026-05-01 16:22:00,Information Request,Information Received,TM-01,Reviewer,RC-05,11
EVT-0018486,APL-2026-002100,2026-05-15 08:07:00,Decision,Decision: Overturned,TM-01,Reviewer,,12
EVT-0018487,APL-2026-002100,2026-05-18 12:52:00,Closure,Case Closed,TM-01,Reporting Analyst,,13
EVT-0018488,APL-2026-002101,2026-05-22 09:00:00,Intake,Appeal Received,TM-02,Intake Specialist,,1
EVT-0018489,APL-2026-002101,2026-05-22 13:07:00,Intake,Intake Logged,TM-02,Intake Specialist,,2
EVT-0018490,APL-2026-002101,2026-05-22 12:07:00,Validation,Validation Completed,TM-02,Intake Specialist,,3
EVT-0018491,APL-2026-002101,2026-05-22 14:38:00,Classification,Type Assigned,TM-02,Intake Supervisor,,4
EVT-0018492,APL-2026-002101,2026-05-26 17:07:00,Routing,Routed to Team,TM-02,Intake Supervisor,,5
EVT-0018493,APL-2026-002101,2026-05-29 12:07:00,Review,Review Started,TM-02,Reviewer,,6
EVT-0018494,APL-2026-002101,2026-06-05 16:22:00,Decision,Decision: Upheld,TM-02,Reviewer,,7
EVT-0018495,APL-2026-002101,2026-06-05 11:22:00,Closure,Case Closed,TM-02,Reporting Analyst,,8
EVT-0018496,APL-2026-002102,2026-09-20 14:07:00,Intake,Appeal Received,TM-05,Intake Specialist,,1
EVT-0018497,APL-2026-002102,2026-09-20 16:22:00,Intake,Intake Logged,TM-05,Intake Specialist,,2
EVT-0018498,APL-2026-002102,2026-09-20 15:22:00,Validation,Validation Failed,TM-05,Intake Specialist,RC-02,3
EVT-0018499,APL-2026-002102,2026-09-20 09:45:00,Classification,Type Assigned,TM-05,Intake Supervisor,,4
EVT-0018500,APL-2026-002102,2026-09-22 14:22:00,Routing,Routed to Team,TM-05,Intake Supervisor,,5
EVT-0018501,APL-2026-002102,2026-09-25 10:30:00,Review,Review Started,TM-05,Reviewer,,6
EVT-0018502,APL-2026-002102,2026-09-28 08:45:00,Information Request,Information Requested,TM-05,Reviewer,RC-05,7
EVT-0018503,APL-2026-002102,2026-09-29 16:07:00,Review,Rework Started,TM-05,Reviewer,RC-01,8
EVT-0018504,APL-2026-002103,2026-09-30 09:15:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0018505,APL-2026-002103,2026-09-30 14:38:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0018506,APL-2026-002103,2026-09-30 15:52:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0018507,APL-2026-002103,2026-09-30 08:15:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
